classnumber,termnumber,termname,termstatus,termcategory,termsource,effectivedate,refst13applicationnumber
19,0,"artificial ground coverings, namely erosion-resistant coverings for mechanically stabilized earth walls, namely erosion control tufted geosynthetic textile mats",public,goods,CIPO_manual,-,300000171616700
27,0,synthetic turf,public,goods,CIPO_manual,-,300000171616700
37,0,installation of motor vehicle engines and parts therefor,public,services,CIPO_manual,-,300000171617300
37,0,"installation, repair, restoration, maintenance reconditioning, diagnostic tuning, cleaning, painting and polishing services in the field of vehicles, repair and maintenance engines and motor vehicles, construction, agriculture and forestry machines, namely construction tractors, agricultural planting machines, agricultural reaping machines and vehicles, power hand tools, workshop appliances and devices, namely, shop vacuum, electric tools, hand held tools, parts, fittings and telecommunication equipment, namely, printers, computers, computer hardware for the aforesaid",public,services,CIPO_manual,-,300000171617300
37,0,rental of machine tools for repair and maintenance of motor vehicles in motor sport events,public,services,CIPO_manual,-,300000171617300
37,0,reservation of garage services for the repair and maintenance of motor vehicles,public,services,CIPO_manual,-,300000171617300
37,0,technical assistance in the repair and maintenance of motor vehicles in the field of motor vehicles during motorsports events,public,services,CIPO_manual,-,300000171617300
37,0,"maintenance and repair of motor vehicles, land transport vehicles, agricultural and forestry machines and parts and accessories therefore",public,services,CIPO_manual,-,300000171617300
37,0,"repair of tools and equipment for the repair of motor vehicles, land transport vehicles, agricultural and forestry machines",public,services,CIPO_manual,-,300000171617300
37,0,emergency roadside assistance services,public,services,CIPO_manual,-,300000171617300
35,0,"retail and wholesale services of vehicles, engines/motors, as well as of parts and fittings for the aforesaid goods, and of machine tools and hand tools",public,goods,CIPO_manual,-,300000171617300
35,0,"business administration, namely, providing bookkeeping services, business management and business management advisory services, in particular relating to the design, development, manufacture, sale, distribution, repair or maintenance of vehicles, engines, motors and machines, including drive units and construction machine, and of parts, fittings and accessories for the aforesaid",public,goods,CIPO_manual,-,300000171617300
35,0,"consultancy in the management of motor vehicle fleets and motor vehicle fleet operations, sale of motor vehicles, land transport vehicles, agricultural and forestry machines and parts and accessories therefore",public,goods,CIPO_manual,-,300000171617300
35,0,"sale of tools and equipment for the repair of motor vehicles, land transport vehicles, agricultural and forestry machines",public,goods,CIPO_manual,-,300000171617300
35,0,distribution of vehicle parts,public,goods,CIPO_manual,-,300000171617300
35,0,"business management consultations in the field of vehicle traffic, transportation of goods and mobile telematics applications",public,goods,CIPO_manual,-,300000171617300
36,0,real estate affairs,public,services,CIPO_manual,-,300000171617300
36,0,"monetary and financial affairs, namely, credit card services",public,services,CIPO_manual,-,300000171617300
36,0,"insurance, providing extended warranties on motor vehicles and parts therefor, financing of motor vehicles",public,services,CIPO_manual,-,300000171617300
39,0,"transportation of persons by rail, truck, motor vehicle, air and boat",public,services,CIPO_manual,-,300000171617300
39,0,"salvaging, transportation namely delivery by rail, truck, motor vehicle, air and boat and warehousing of automobiles and ships, emergency automobile and ship towing services",public,services,CIPO_manual,-,300000171617300
39,0,"packaging, warehousing, namely, merchandise packaging, packaging of articles for transportation, warehouse storage services",public,services,CIPO_manual,-,300000171617300
39,0,"rental of motor vehicles, aircraft, boats",public,services,CIPO_manual,-,300000171617300
39,0,emergency ship rescue services,public,services,CIPO_manual,-,300000171617300
39,0,"logistics services, namely tracking and tracing of persons, packages and motor vehicles in transit",public,services,CIPO_manual,-,300000171617300
39,0,"traffic information and control services namely, providing road and traffic information and road and traffic control information services",public,services,CIPO_manual,-,300000171617300
39,0,providing road route information services,public,services,CIPO_manual,-,300000171617300
39,0,"providing travel agency and tourist agency services, tourist office services",public,services,CIPO_manual,-,300000171617300
39,0,"leasing of motor vehicles, land transport vehicles, agricultural and forestry machines",public,services,CIPO_manual,-,300000171617300
9,0,"scientific, nautical, surveying, photographic, cinematographic, optical, weighing, measuring, signalling, checking (supervision), life-saving and teaching apparatus and instruments namely, mechanical life-saving apparatus, namely, seat belts and air bags",public,goods,CIPO_manual,-,300000171617300
9,0,"programmable electrical controllers for diesel engines, programmable electronic speed controllers, programmable electronic controllers for traffic lights",public,goods,CIPO_manual,-,300000171617300
9,0,"electric and electronic apparatus and instruments, namely, electric batteries for vehicles, electric storage batteries, ignition batteries, charging devices, namely, automotive battery chargers, battery testers",public,goods,CIPO_manual,-,300000171617300
9,0,"electric accumulators, electric directional compasses, electric circuit breakers, commutators, electric condensers, electric wiring harnesses, capacitors, relays, electronic time relays, power switches, electrical fuses, electrical contacts, electric cables, electric fuses",public,goods,CIPO_manual,-,300000171617300
9,0,"electric fuse boxes, electrical vehicle and machine acceleration sensors, liquid level sensors, electrical sockets, electrical cigarette lighters for automobiles, printed electrical circuits, integrated circuits",public,goods,CIPO_manual,-,300000171617300
9,0,"leads for electric, electronic and optical signals namely, leads for electric, electronic and optical signals for vehicles and machines",public,goods,CIPO_manual,-,300000171617300
9,0,"cable connections, cable drums",public,goods,CIPO_manual,-,300000171617300
9,0,"transformers, namely, electric transformers, current transformers, power transformers",public,goods,CIPO_manual,-,300000171617300
9,0,electronic headlamp beam adjustment,public,goods,CIPO_manual,-,300000171617300
9,0,"vehicle acceleration sensors, pollutant sensors and proximity sensors and detectors, electric switch plates, pressure switches, differential switches, switch boxes, solar cells and solar generators",public,goods,CIPO_manual,-,300000171617300
9,0,"analysers for motor vehicles, namely, for exhaust gas analysis, soot particle analysis, brake function analysis, diagnostic instruments and equipment for flight simulations, vehicle driver training simulators, engine testers, vehicle workshop test devices, namely, diagnostic instruments and equipment for vehicles, namely, voltmeters, infrared thermometers, circuit testers",public,goods,CIPO_manual,-,300000171617300
